"Uberstrain","ST_Country","N_human_e.coli_shigella","N_bovine_e.coli_shigella","N_swine_e.coli_shigella","N_poultry_e.coli_shigella","N_dog_e.coli_shigella","N_water_e.coli_shigella","Name.x","Barcode.x","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent.x","Country.x","Region.x","District.x","City.x","Post.Code","Latitude.x","Longitude.x","Lab.Contact","Species.x","Serological.Group","Serotype.x","EcoR.Cluster","Path.Nonpath","Simple.Patho","Comment.x","Simple.Disease","Bio.Project.ID","Project.ID","Disease.x","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA","is_common_ST","is_common_country","is_bovine","is_swine","is_poultry","is_human","is_human2","is_dog","is_water","is_concerned_host","Name.y","Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)","Source Niche","Source Type","Source Details","Collection Year","Collection Month","Collection Day","Collection Time","Continent.y","Country.y","Region.y","District.y","City.y","Post Code","Latitude.y","Longitude.y","Lab Contact","Species.y","Serological Group","Serotype.y","EcoR Cluster","Path/Nonpath","Simple Patho","Simple Disease","Comment.y","Bio Project ID","Project ID","Disease.y","Sample ID","Secondary Sample ID","Date Entered","Release Date","Barcode.y","Status","Coverage","N50","Length","Contig Number(>=200 bp)","Low Quality Bases","Version","Assembly barcode"
"ESC_PA1748AA","11_New Zealand",77,80,1,0,0,1,"ERL10197","ESC_PA1748AA","SRR7644918;ILLUMINA;Paired;;SRX4508091;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765952","SRS3628024","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL10197","SRR7644918;ILLUMINA;Paired;;SRX4508091;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765952","SRS3628024",2019-11-18,2019-08-01,"ESC_PA1748AA","Assembled",288,184554,5360284,269,59481,4.1,"ESC_GB6265AA_AS"
"ESC_PA1749AA","11_New Zealand",77,80,1,0,0,1,"ERL093688","ESC_PA1749AA","SRR7644919;ILLUMINA;Paired;;SRX4508090;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765948","SRS3628025","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL093688","SRR7644919;ILLUMINA;Paired;;SRX4508090;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765948","SRS3628025",2019-11-18,2019-08-01,"ESC_PA1749AA","Assembled",177,236420,5429823,231,52272,4.1,"ESC_GB6264AA_AS"
"ESC_PA1750AA","11_New Zealand",77,80,1,0,0,1,"ERL093611","ESC_PA1750AA","SRR7644920;ILLUMINA;Paired;;SRX4508089;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765947","SRS3628023","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL093611","SRR7644920;ILLUMINA;Paired;;SRX4508089;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765947","SRS3628023",2019-11-18,2019-08-01,"ESC_PA1750AA","Assembled",172,146963,5440333,233,45842,4.1,"ESC_GB6263AA_AS"
"ESC_PA1751AA","11_New Zealand",77,80,1,0,0,1,"ERL093411","ESC_PA1751AA","SRR7644921;ILLUMINA;Paired;;SRX4508088;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765946","SRS3628022","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL093411","SRR7644921;ILLUMINA;Paired;;SRX4508088;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765946","SRS3628022",2019-11-18,2019-08-01,"ESC_PA1751AA","Assembled",123,160592,5409687,234,43972,4.1,"ESC_GB6262AA_AS"
"ESC_PA1752AA","11_New Zealand",77,80,1,0,0,1,"ERL093134","ESC_PA1752AA","SRR7644922;ILLUMINA;Paired;;SRX4508087;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765945","SRS3628020","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL093134","SRR7644922;ILLUMINA;Paired;;SRX4508087;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765945","SRS3628020",2019-11-18,2019-08-01,"ESC_PA1752AA","Assembled",323,149720,5374180,248,34400,4.1,"ESC_GB6261AA_AS"
"ESC_PA1753AA","11_New Zealand",77,80,1,0,0,1,"ERL093051","ESC_PA1753AA","SRR7644923;ILLUMINA;Paired;;SRX4508086;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765944","SRS3628019","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL093051","SRR7644923;ILLUMINA;Paired;;SRX4508086;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765944","SRS3628019",2019-11-18,2019-08-01,"ESC_PA1753AA","Assembled",178,146788,5432244,214,38801,4.1,"ESC_GB6260AA_AS"
"ESC_PA1754AA","11_New Zealand",77,80,1,0,0,1,"ERL092641","ESC_PA1754AA","SRR7644924;ILLUMINA;Paired;;SRX4508085;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765943","SRS3628017","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL092641","SRR7644924;ILLUMINA;Paired;;SRX4508085;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765943","SRS3628017",2019-11-18,2019-08-01,"ESC_PA1754AA","Assembled",122,198878,5477582,210,39264,4.1,"ESC_GB6259AA_AS"
"ESC_PA1755AA","11_New Zealand",77,80,1,0,0,1,"ERL092594","ESC_PA1755AA","SRR7644925;ILLUMINA;Paired;;SRX4508084;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765942","SRS3628021","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL092594","SRR7644925;ILLUMINA;Paired;;SRX4508084;SRA","Human","Human","Homo sapiens; human",2009,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765942","SRS3628021",2019-11-18,2019-08-01,"ESC_PA1755AA","Assembled",105,184325,5440643,214,34756,4.1,"ESC_GB6258AA_AS"
"ESC_PA1756AA","11_New Zealand",77,80,1,0,0,1,"ERL092521","ESC_PA1756AA","SRR7644926;ILLUMINA;Paired;;SRX4508083;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765941","SRS3628013","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL092521","SRR7644926;ILLUMINA;Paired;;SRX4508083;SRA","Livestock","Bovine","Bos taurus; bovine",2009,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765941","SRS3628013",2019-11-18,2019-08-01,"ESC_PA1756AA","Assembled",155,160586,5399713,218,40971,4.1,"ESC_GB6257AA_AS"
"ESC_PA1757AA","11_New Zealand",77,80,1,0,0,1,"ERL102582","ESC_PA1757AA","SRR7644927;ILLUMINA;Paired;;SRX4508082;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765955","SRS3628018","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL102582","SRR7644927;ILLUMINA;Paired;;SRX4508082;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765955","SRS3628018",2019-11-18,2019-08-01,"ESC_PA1757AA","Assembled",111,156025,5430740,219,30010,4.1,"ESC_GB6256AA_AS"
"ESC_PA1758AA","11_New Zealand",77,80,1,0,0,1,"ERL101788","ESC_PA1758AA","SRR7644928;ILLUMINA;Paired;;SRX4508081;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765950","SRS3628016","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL101788","SRR7644928;ILLUMINA;Paired;;SRX4508081;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765950","SRS3628016",2019-11-18,2019-08-01,"ESC_PA1758AA","Assembled",137,150326,5364081,199,34240,4.1,"ESC_GB6255AA_AS"
"ESC_PA1759AA","11_New Zealand",77,80,1,0,0,1,"ERL101381","ESC_PA1759AA","SRR7644929;ILLUMINA;Paired;;SRX4508080;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765949","SRS3628015","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL101381","SRR7644929;ILLUMINA;Paired;;SRX4508080;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765949","SRS3628015",2019-11-18,2019-08-01,"ESC_PA1759AA","Assembled",311,151733,5372317,254,57281,4.1,"ESC_GB6254AA_AS"
"ESC_PA1760AA","11_New Zealand",77,80,1,0,0,1,"ERL04602","ESC_PA1760AA","SRR7644930;ILLUMINA;Paired;;SRX4508079;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765886","SRS3628014","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL04602","SRR7644930;ILLUMINA;Paired;;SRX4508079;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765886","SRS3628014",2019-11-18,2019-08-01,"ESC_PA1760AA","Assembled",218,199070,5359190,227,36281,4.1,"ESC_GB6253AA_AS"
"ESC_PA1761AA","11_New Zealand",77,80,1,0,0,1,"ERL043852","ESC_PA1761AA","SRR7644931;ILLUMINA;Paired;;SRX4508078;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765885","SRS3628012","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL043852","SRR7644931;ILLUMINA;Paired;;SRX4508078;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765885","SRS3628012",2019-11-18,2019-08-01,"ESC_PA1761AA","Assembled",253,201738,5398214,198,33501,4.1,"ESC_GB6252AA_AS"
"ESC_PA1762AA","11_New Zealand",77,80,1,0,0,1,"ERL051169","ESC_PA1762AA","SRR7644932;ILLUMINA;Paired;;SRX4508077;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765888","SRS3628011","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL051169","SRR7644932;ILLUMINA;Paired;;SRX4508077;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765888","SRS3628011",2019-11-18,2019-08-01,"ESC_PA1762AA","Assembled",227,184325,5382961,210,92642,4.1,"ESC_GB6251AA_AS"
"ESC_PA1763AA","11_New Zealand",77,80,1,0,0,1,"ERL100537","ESC_PA1763AA","SRR7644933;ILLUMINA;Paired;;SRX4508076;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765887","SRS3628010","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL100537","SRR7644933;ILLUMINA;Paired;;SRX4508076;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765887","SRS3628010",2019-11-18,2019-08-01,"ESC_PA1763AA","Assembled",303,157142,5220749,200,43763,4.1,"ESC_GB6250AA_AS"
"ESC_PA1764AA","11_New Zealand",77,80,1,0,0,1,"ERL043328","ESC_PA1764AA","SRR7644934;ILLUMINA;Paired;;SRX4508075;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765882","SRS3628009","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL043328","SRR7644934;ILLUMINA;Paired;;SRX4508075;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765882","SRS3628009",2019-11-18,2019-08-01,"ESC_PA1764AA","Assembled",249,148488,5444983,243,32225,4.1,"ESC_GB6249AA_AS"
"ESC_PA1765AA","11_New Zealand",77,80,1,0,0,1,"ERL043264","ESC_PA1765AA","SRR7644935;ILLUMINA;Paired;;SRX4508074;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765881","SRS3628007","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","ERL043264","SRR7644935;ILLUMINA;Paired;;SRX4508074;SRA","Livestock","Bovine","Bos taurus; bovine",2004,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765881","SRS3628007",2019-11-18,2019-08-01,"ESC_PA1765AA","Assembled",185,149135,5413897,244,44048,4.1,"ESC_GB6248AA_AS"
"ESC_PA1766AA","11_New Zealand",77,80,1,0,0,1,"ERL043763","ESC_PA1766AA","SRR7644936;ILLUMINA;Paired;;SRX4508073;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765884","SRS3628008","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL043763","SRR7644936;ILLUMINA;Paired;;SRX4508073;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765884","SRS3628008",2019-11-18,2019-08-01,"ESC_PA1766AA","Assembled",201,184268,5550075,267,35149,4.1,"ESC_GB6247AA_AS"
"ESC_PA1767AA","11_New Zealand",77,80,1,0,0,1,"ERL043576","ESC_PA1767AA","SRR7644937;ILLUMINA;Paired;;SRX4508072;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765883","SRS3628005","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL043576","SRR7644937;ILLUMINA;Paired;;SRX4508072;SRA","Human","Human","Homo sapiens; human",2004,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765883","SRS3628005",2019-11-18,2019-08-01,"ESC_PA1767AA","Assembled",224,156571,5501943,233,28381,4.1,"ESC_GB6246AA_AS"
"ESC_PA1768AA","11_New Zealand",77,80,1,0,0,1,"ERL10552","ESC_PA1768AA","SRR7644938;ILLUMINA;Paired;;SRX4508071;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765957","SRS3628004","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL10552","SRR7644938;ILLUMINA;Paired;;SRX4508071;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765957","SRS3628004",2019-11-18,2019-08-01,"ESC_PA1768AA","Assembled",122,201739,5557621,254,36312,4.1,"ESC_GB6245AA_AS"
"ESC_PA1769AA","11_New Zealand",77,80,1,0,0,1,"ERL051677","ESC_PA1769AA","SRR7644939;ILLUMINA;Paired;;SRX4508070;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,"","Oceania","New Zealand","Canterbury","Ashburton District","","",-43.53,172.616,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765890","SRS3628006","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL051677","SRR7644939;ILLUMINA;Paired;;SRX4508070;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,NA,"Oceania","New Zealand","Canterbury","Ashburton District",NA,NA,-43.53,172.616,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765890","SRS3628006",2019-11-18,2019-08-01,"ESC_PA1769AA","Assembled",156,183601,5427220,233,48310,4.1,"ESC_GB6244AA_AS"
"ESC_PA1770AA","11_New Zealand",77,80,1,0,0,1,"ERL051243","ESC_PA1770AA","SRR7644940;ILLUMINA;Paired;;SRX4508069;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765889","SRS3628002","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL051243","SRR7644940;ILLUMINA;Paired;;SRX4508069;SRA","Human","Human","Homo sapiens; human",2005,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765889","SRS3628002",2019-11-18,2019-08-01,"ESC_PA1770AA","Assembled",210,151733,5398395,203,40777,4.1,"ESC_GB6243AA_AS"
"ESC_PA1771AA","11_New Zealand",77,80,1,0,0,1,"ERL10553","ESC_PA1771AA","SRR7644941;ILLUMINA;Paired;;SRX4508068;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,"","Oceania","New Zealand","Waikato","South Waikato District","","",-40.388,175.617,"AgResearch Limited","Escherichia coli","","O157:H7","","","","","","PRJNA483087","SRP156353","","SAMN09765958","SRS3628003","2019-11-18","2019-08-01",NA,11,"ST11 Cplx","ABD",NA,12,12,8,12,15,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","ERL10553","SRR7644941;ILLUMINA;Paired;;SRX4508068;SRA","Human","Human","Homo sapiens; human",2010,NA,NA,NA,"Oceania","New Zealand","Waikato","South Waikato District",NA,NA,-40.388,175.617,"AgResearch Limited","Escherichia coli",NA,"O157:H7",NA,NA,NA,NA,NA,"PRJNA483087","SRP156353",NA,"SAMN09765958","SRS3628003",2019-11-18,2019-08-01,"ESC_PA1771AA","Assembled",140,241370,5413877,226,44648,4.1,"ESC_GB6242AA_AS"
